"https://auto.ria.com/reviews/vaz/2103/134219/","ВАЗ 2103 1981 года","ВАЗ 2103 'Троечка' Покупка, прямо скажем, сомнительная, но зато и цена - чисто символическая. 1000 баксов и крейсер ваш! Год выпуска 1981, состояние противоречивое. Пробег обозначен на табло как 72000, но под этим стоит понимать 172000. А если совсем честно, то 272000. До сих пор не понимаю как она смогла проехать такое расстояние... Самое главное, аппарат на ходу! По городу никаких проблем (кроме того, что без кондиционера летом возникает ощущение как будто машина горит). Рвёт со светофора многие иномарки (особенно те, которые не подозревают, что участвуют в состязании). По трассе тоже нормуль. Какую скорость вам удастся на ней развить, зависит только от вашего инстинкта самосохранения. Лично я в те редкие разы, когда разгонял ее до 100, ловил себя на том, что не моргаю, не шевелюсь и практически не дышу. У левой двери есть сгнивший участок, из которого торчит полиэтилен. Очень помогает обнаруживать автомобиль на больших парковках и придает зверюге неповторимую индивидуальность. По кузову - есть некоторые участки, которые можно считать нормальными. Внутренняя отделка салона выполнена по чьей–то непостижимой прихоти с использованием линолеума. С этим придется жить. Глубоко в водительском кресле есть какая–то очень острая деталь, которая иногда больно впивается в поясницу. Я так и не разобрался, что это за деталь, почему она там и как такое вообще может быть. Есть кнопка включения кондиционера, это единственная деталь кондиционера, которая дожила до наших дней. Так же имеется бортовой компьютер, подозреваю что именно его искусственный интеллект ( а не вы) решает когда машине завестись, а когда заглохнуть. Печка - пламя 'Саурона' - работает зимой так, что мама не горюй. Но, к сожалению, горячий воздух подтравливает снизу, и летом, когда печка выключена, если жать больше 110 по трассе в сандалях, то сильно обжигает пальцы на правой ноге. Так что летом на правую ногу лучше одевать кроссовок... В машине последние полтора месяца не курил. А до этого курил, очень много. Но не больше, чем предыдущий хозяин и его многочисленные друзья - одновременно, все вместе, зимой, с плотно закрытыми стеклами. Один из важнейших плюсов этой машины - это то, что ее категорически не хотят останавливать сотрудники полиции. И даже когда ты проезжаешь перед ними с не пристегнутыми ремнями и выключенным ближним светом - они лишь проводят тебя сочувствующим взглядом... В чем загадка, я так и не понял. Так же ее очень боятся подрезать дорогие и не очень иномарки... В связи с вышеперечисленным, иногда чувствуешь себя как в президентском кортеже, пока острая металлическая деталь в сидении не спустит тебя опять с небес на землю."
"https://auto.ria.com/reviews/vaz/2105/135972/","ВАЗ 2105 1988 года","Прежде всего я хочу сказать: Извините мой плохой русский, я болгарин. Ето мой первый автомобиль. Купил б/у на 80000, но вообще не в идеальном состоянии. С начала был 1.3 с 4-х ступенчатая КПП и установлено ГБО. Она воет и поетому я поменял ее на пятиступку. Машина стала на 100 раза тыше. Отригулировали клапана и стала еще тыше - можно подумать, что мотор не заведен! Один большой минус - двигатель очень слабый и жрал много масло. Машинка старая и начинает ломается все. Ето просто бездонная яма для денег. Ты исправляеш один проблем, а появляется 10. Кузов ржавеет очень быстро - удалили вся ржавчина, что мы увидили и перекрасили. Радост была огромная и машина выглядела просто БОМБА. Но после 1 года ржавчина появилась снова. Я думаю, что снова буду заниматся с кузов, но етот раз нужно постараться. Я собрал деньги и купил готовый доработанный вазовский мотор. Блок нива, 1.8, распредвал фаза 316, большие клапана и т.д. и т.д. Машина стала просто самолет! Она валить боком как бешенная. Но! Жигули остается Жигули. Заменили много запчастей по передную подвеску. Проблемы с тормоза. Интериор скрипить. В заключений я могу сказать - ето хороший автомобиль если найтите в хорошем состоянии. Если не найтите - даже не думайте про покупки. Лучше покупайте Mercedes."
"https://auto.ria.com/reviews/vaz/21124/137386/","ВАЗ 21124 2005 года","Купил я этот автомобиль в 2008 году. Как первою машину и очень кайфовал, покупал с рук на момент покупки машине было 3 года, машина била ниже Ринка по цене, покупал из под такси машина была хорошем состоянии для 75 тысяч пробега. Также владелец отдал 2 комплекта резины на легкосплавных дисках, в машине стояла хорошая музыка с dvd проигрывателем по сей день работает звучит отлично. также был бортовой компьютер Было заменено лобовое стекло владелец мне это сразу сказал что на машину падало дерево и в крыше была небольшая вмятина машина была в родной краске немного с царапинами и мелкими коцками кроме переднего бампера так как машина попала в дтп небольшой менялся бампер і фара на капоте досих про осталась мятина под мухобойкой, не большая договорились мы с ним тогда 2008 году на цену 5000 доларов. Я машину забрал и очень был рад, набирался опыту вождения, ничего у меня не ломалось резина в два сезона была заливал бензин и катался, ну через пол года у машины поломался стартер я набрал человека которого покупал машину, теперь я уже понимаю что он мог меня нах послать. Он был человек адекватный сказал приедь я посмотрю, он посмотрел, за одно и зделал там просто щетки износились, он потом мне много раз помогал с помпой ремнем ГРМ не разу не послал. Всегда показывал и объяснял лет 5 я его мучил всякими вопросами и советами. Сйчас делаю всё сам. Даже газ установил 4 поколения сам и настроил. Уже более 10 лет. Владею этим автомобилем ни разу он меня в дороге не подводил машина ни раз не была на шнурке. Пробег сейчас уже 140 тыс. Машина на свои года не гнилая так как с салона была качественно обработана днище целое ну я всегда это дело контролировал вовремя обрабатывал и устранял дефекты. Пробег на ней не большой я за 10 лет на ней накатал меньше чем таксист за 3 года. Были и служебные авто а теперь имею 2 авто. Думал даже вазик продать но как-то рука не поднимается, щас так получилось что работаю на ней разход маленьки 9 литров газа траса+ город, двигатель без ремонтов все родное хорошо работает, коробку тоже не вскривали продавать не собираюсь так как владел двумя корейцами где моторы не ходят 100 тыс. Пробега до капиталки на Киа Серато 2008 год на 100 тыс. км делал капиталку покатался и продал, взял другого корейца тоже как только появился грохот в моторе продал а вазик 21124 досих пор шепчет"
"https://auto.ria.com/reviews/vaz/21099/135412/","ВАЗ 21099 2008 года","Придбав автомобіль ВАЗ 210994-20 у червні 2018 року, віддавши за авто 2800$. Зразу хочу сказати, що пошуки автомобіля тривали довго, попередньо було переглянуто з десяток таких авто в ціновій категорії 2-3,5 тис. долларів. Стан авто був близький до ідеального( перевіряли на хорошому сервісі, на місці дивився майстер)В авто до мене було 2 власника і перша реєстрація з 2010 року. По кузову були незначні царапини, перевііряючи товщиноміром макс шпаклівка склала не більше 600 мкм. Стан двигуна і коробки був задовільний, по ходовій були виявлені деякі ньанси. Зразу же після покупки було проведено до ладу всю ходову, замінено всі можливі розхідники (шруси, сайлентблоки і т.д.), по двигуні прокладку і датчик масла, всі фільтра, ремінь ГРМ і все що зазвичай міняють після покупки( з роботою вийшло порядка 200-250 долларів) В перший день після покупки йшов дощ, чогось не світили ліхтарі , а тільки габарити. Перевірили лампочки і дроти. Електрик сказав що це сам блок запобіжників десь коротить , треба замінити. Попав в 1400 грн., блок виявився неякісний, на другий день закипів на ній, прийшлося повертати. За якість і оригінальність запчастин оцінка -10 ! За неповний рік (без 2 місяців) авто проїхало близько 10 тис км. Використовується для сімейних поїздок, заміські маршрути +-100 км, і за цей рік ставало з 10 разів!!! Інколи це були дурниці, але в деяких випадках це закінчувалося буксируванням!! Як приклад наведу спалений диск щеплення, коли 99 не змогла видряпатися на невеликий горбок (ризина хороша!) , ціна питання 1200 нове щеплення( не найкраще!)і 700 робота. нещодавно внаслідок витоку трансмісійного масла (датчика нема, щуп перевіряв щотиждень після миття машини все було ок), на швидкості 170 вилетіла передача, вартість повної перерозборки коробки передач склала 4 тис за запчастини(було б 3 якщо б я не угробив 5 передачу) і 1200 за роботу (150$) Також з незрозумілих причин почала витікати тормозна рідина з гтц. А доїхати треба було. Замінено власноруч, гтц 500 грн і рідина ще десь половина. Попав на ній в незначне ДТП , рихтовка переднього крила, нова фара і шкло повороту + задутий один момент з іржею на задньому крилі обійшлися в 2700 грн (100$), далеко не в найкращих майстрів. Проводка АвтоВАЗу це окрема тема для розмови. Для зручності іточності визначеного розхіду топлива надумав встановити бортовий комп\'ютер. З виробників лише Россия. З естетичних переконань сподобався Орион., функції і ціни в діапазоні 1500-3000 грн. Придбав..сам не поставив, прийшлося їхати до електрика. Бортовий встановили, доречі показники відносно об\'єктивні, але часто лагає і просто виключається (за бортовий і встановлення 2000 грн (75$) Після покупки встановили сигнлізацію і центральний, обійшлося в 3 тис. грн. (110$) Двері підмерзають, замки не працюють як мають працювати і сигналізація через це теж почала видавати помилки, стару сигналку з центральним було знято через те що не працювала, електрик сказав не спасти її. Загалом жах з проводкою Кузов історія така сама. Восени дуже Ретельно оброблено дно антикором, вже є прояви корозії, яка за 1-2 роки перейде в дірки, крила, арки, двері по низу лізуть. І це за одну зиму (!) Щоб підфарбувати ці всі ньанси ще 200($) Отже, витрати ща рік склали більше тис дол. посуті небагато в порівнянні з іномарками, але : 1. Все що робилося- ніякої гарантії ні виробника, ні майстрів. 2. Ресурс машини не вічний, одне зробив- летить друге (і це їй 10 років а не 20) КОРОТКО ПРО '+' і '-' за рік їзди на 99: Плюси (+) +реально одна з найкращих машин, щоб навчитися їздити на механіці, в трасі і місті, як себе поводити в екстремальних ситуаціях на дорозі (коли вибиває передача, летить трос щеплення, тече ГТЦ, перестають світити ліхтарі, перестає горіти підсвідка і тому подібне), навчилися відчувати машину. +дешеві запчастини, якщо це буде дорого то є ще дешевші- аналоги йдуть майже в ціну металолому.(З досвіду раджу купляти всі запчастини в-ва АвтоВАЗ, ризинки (партубки, пильники БРТ), всі інші розхідники з дорощих варіантів і в провірених магазинах +Молодіжна машина, швидше не для сім\'ї, а для молодої сімейної пари, чи просто водія-новичка. Навіть зараз авто виглядає стильно і реально крута 99 завжди привертає увагу (а не гнила і дирява, як обглодана собаками кісточка)) +Великий жирний плюс за те, що можна доставити всьо!!! Хоч зробити спорт з 200 л.с.-вперед, на базі 99 це вийде, хочеш тиху і економну машинку, чи круту музику щоб чули за км-вперед, причому це робити найдешевше порівняно з іншими машинами. Мінуси (-) -Неякісні запчастини, величезна кількість підробок і відсутність підтверджених оригніальних запчастин (трос щеплення міняв 3 рази за два місяці) -ніякої зручності в дальніх поїздках (спина починає боліти після 80-100 км їзди.., єдиним варіантом є заміна передніх крісел -великий жах розхід як для 1.6, в місті топить 11 літрів взимку, в пробках ще страшніша цифра, траса,якщо їхати в режимі (овощ 4-90, овощ 5-110) 8л,якщо топити 130-140 то в районі 10-10.5 /100 км. хто говорить що в нього 7л на 99 в місті ніколи не вірте що стара російська машина може брати так як новий дизель)) -Шум. НІяка обезшумка не рятує від вібрацій, все гаратає (хіба музикою спасатися) Проклеєне всьо, за шумку віддані великі гроші івсеодно шумить більше ніж та сама Октавія. -Якість лако-фарбового покриття, іржа(хто не читав описано вище) -Маленький ресурс дрібних запчастин (Ніколи (!) не міняйте розхідники як на них написано, міняти їх треба частіше Від себе хочу сказати одне- Машиною задоволений(хоч і дуже капризна!!!) Догляд за нею потрібно постійний!!! Ціна не є великою, щоб цей догляд здійснювати, але якщо не горить- дозбирати і купити хоч Авео чи Ланос! Грошей потребує постійно(мало чи багато судити вам!) Головне виконує своє призначення- їздить!!! Продавати не планую, лишу наступним поколінням :)"
"https://auto.ria.com/reviews/vaz/largus/72743/","ВАЗ Ларгус 2015 года","Купили служебный Ларгус на работе. Вроде, ничего так машинка. Едет бодро. Нет, ну, понятно, что не спорткар, а для рабочей машинки - вполне себе. Багажник ОЧЕНЬ вместительный. Распашные двери - удобно (посмотрим, не провиснут ли), открываются на полную (ограничители снимаются, предусмотрено конструктивно - молодцы). Многое непривычно - органы управления и проч., но это дело поправимое. Шумновата. Много мелочей, которых не хватает: подлокотник (раньше я думал, что это ненужное излишество, а вот поди ж ты - привык, теперь неудобно, когда рука висит), забортный градусник и т.п.. Но это - тоже не смертельно. Очень короткие передачи, даже по городу ездить на пятой передаче - очень непривычно. Сиденья передние - я со своей больной спиной довольно остро почувствовал жестковатость. Возможно, просто неудачно настроил наклон, не знаю. На обратном пути борткомпьютер как-то резко сбросил запас хода на топливе в баке - с 90 км сразу до 0. Ну и печка.... Это просто бедствие. Так уж получилось, съездил на нём в командировку (где-то 1200 км в два конца) как раз в разгар зимней непогоды. Просто кошмар. Настроить печку нормально так и не удалось - либо жара, либо холод, комфортного режима добиться нереально. Обдув ветрового стекла - только центральная часть, по краям - наросты льда, за которые цепляются дворники. Режим работы стекло+ноги - как говорится, ни два, ни полтора. Ни стекло не греет, ни ногам тепла не даёт. Приходилось постоянно переключаться - то стекло, то ноги. Интересно, как в летнюю жару кондиционер себя ведёт... В неэкстремальную, скажем так, погоду нареканий практически нет.В общем резюме - вполне нормальная рабочая машина, но есть проблемки с комфортом. Ездит. Просторная (у меня рост 196, дискомфорта из-за этого не почувствовал). Вместительная (а если задние сиденья сложить - чуть ли не Газель получается). Удобные распашные двери багажного отделения.Вспомнил, что забыл похвалить стереосистему. Насчёт низов-верхов и точности передачи звука не скажу. Возможно, кому-то и не понравится. Мне хватает и такого. А вот по функционалу - вполне себе приличный агрегат. Читает диски mp3, есть разъём USB (ещё бы mini-sd сделали; имхо, в машине он удобнее - не торчит, в отличие от флешки), есть bluetooth и hands-free. Причём, последнее работает вполне себе комфортно и вменяемо, разговаривал в дороге - обоим собеседникам всё прекрасно слышно. ПЕЧКА. Это самое слабое звено. Мелочи для комфорта: отсутствует градусник наружный и подлокотник, расположение подсветки багажника не самое удачное (логичнее было бы вверху, а не снизу сбоку: чуть что положил в багажник - всё, плафон закрыт, темно), ну и ещё что-то по мелочи, уже не припомню. Шумновата. Очень тонкий металл - крышка капота пальцем продавливается, 'гуляет'."
"https://auto.ria.com/reviews/vaz/kalina-kross/136232/","ВАЗ Калина Кросс 2015 года","Опыт эксплуатации за 3 года показал, что это прекрасный автомобиль в своем классе, намного лучше Шевроле, Ланос и прочих бюджетников. Экономичный, недорогой в обслуживании, приятный и экстерьер, и интерьер. Очень надежная и неприхотливая подвеска, устойчивый на дороге, проверенный десятилетиями надежный 8-клапанный двигатель. Недостатки каждый владелец перечислит свои, даже достоинства могут превратиться в недостатки. Напрмер, большая распашка передних дверей, трудно дотянуться до ручки. Из других недостатков лично для меня (!): чтобы смягчить подвеску заменил передний стабилизатор с диаметра 24 на 22, заменил 15-дюймовые колеса на 14 с более полным профилем резины, в штатной сигализации нет датчика удара и нет индикации постановки на сигналку, не отключаемый замком зажигания приемник и прикуриватель, нет розетки для видеорегистратора (пришлось выводить самостоятельно), слышна 2-я передача на разгоне в диапазоне от 1200 до 1800 оборотов (надо проверить развязку тросов привода от кузова), при торможении двигателем слышна коробка (но это не только на Кроссе, но и на Пэжо у меня). Вывел постоянную подсветку приборной панели, плохо читается ЖК-дисплей днем, есть ситуации с дневным светом, когда приборная панель бликует и практически не читается, некачественные щетки стеклоочистителя (резинки заменил через 6 месяцев) По опыту эксплуатации ВАЗов привык находить тахометр слева, а он - справа, хотя привыкаешь... В целом - прекрасная машина!"
"https://auto.ria.com/reviews/vaz/2104/134352/","ВАЗ 2104 2001 года","Машина универсальная, на каждый день. Главное не стоять в пробках, иначе может залить салон горяченьким - у меня прорвало трубку на радиатор печки и весь фриз полился прямо в салон.. лобовое мгновенно запотело, чудом удалось избежать аварии) Старайтесь ездить на небольшие расстояния - машина проектировалась для дачных поездок. В случае дальних поездок, делайте остановки на кофе 30мин. С амортизаторами NIVA намного мягче преодолевает неровности. Готовьтесь к вечному ремонту: всегда есть 3-5 пунктов 'чего бы не помешало сделать'. Не ведитесь на стереотипы 'шарового ремонта' - если делать на СТО, мало отличается от иномарки (с учетом малого ресурса деталей ремонтировать прийдется чаще). Существенный минусик - неуважение на дороге.. быдла и так много, но находясь за рулем этой машинки - это особенно чувствуется.. Отлично подойдет для активного отдыха - сплавы, рыбалка, охота, также поездки в село)) Быть владельцем этой машины - быть романтиком, ценителем классики! Всем удачи и будьте вежливыми на дороге!"
"https://auto.ria.com/reviews/vaz/2190-granta/72744/","ВАЗ 2190 Гранта 2012 года","Итак: моя ласточка пробежала почти 38000км.С моменте покупки и сейчас-изменений практически нет.Все работает штатно.Менял лампочку бл.света.Три года эксплуатации и в мороз и в тепло не доставили хлопот,одни положительные эмоции.Масла и фильтра только лучшие,ласточку люблю.поэтому балую.Подвеска также плотная,не скрипит,не стучит,ДВС работает на отлично,масло не ест,тяга прекрасная,но надо сказать,что у нас в городе особо не погоняешь,дороги убитые и вот в этих условиях подвеска терпит,даже не знаю как.Расход по городу примерно в 10л/100км зима,8.5-9.5 лето,многое зависит от того какой бензин и как ездишь,супруга ездит более осторожно,у нее расход поболее.Нужно заметить,что отключая овердрайв(работают только 3 скорости)-расход меньше примерно на 1л/100км,прошлую зиму катал все время,обороты машина любит и аппетит уменьшает.Поставил БК Штат,иногда бывают ошибки,очень редко,удобен,скинул и все ок,цена вопроса 500грн.В основном ошибки появляются при заводке машины в большие морозы от -30С,ошибки пропуска зажигания,чек не горит,так как в дальнейшем не повторяются.просто убирал пару раз из памяти.С БК Штат.сразу же нашел недобросовестные АЗС,которые недоливают бензин,славится этим наш самый знаменитый бренд с голубым факелом-отвратительные бензин,причем на разных АЗС разный.Заправляюсь только на проверенных.Бензин 92,масло Лукой Люкс,зимой пожиже,летом повязче. В целом машиной очень доволен.Да забыл про автомат-четкий,плавный,без нареканий,жаль что больше не выпускают. Вся машина вызывает очень хорошие впечатления.Но особенно -это подогрев сидений(электро) в мороз-люблю посидеть на тепленьком,"
"https://auto.ria.com/reviews/vaz/2190-granta/72599/","ВАЗ 2190 Гранта 2015 года","Очень очень даже неплохой автомобиль. Были практически все модели ВАЗа, не все конечно. Была Шкода Октавия Тур, Деу Нексия. Есть с чем сравнивать. Повторюсь, машина не плохая. Удобно сидишь, хорошо видишь. Есть небольшие крены в поворотах, но это вопрос настройки подвески, и плата за 'танковую' проходимость. Шкода управляется безупречно. НО... После трёх часов езды по городу зажатая подвеска начинает утомлять. А к вечеру любая ямка уже вымораживает.У Нексии тихий плавный ход. НО... Длиная база и низкая посадка хороши только на прямых участках. Гранта же съедает практически всё, паркуешься и не паришься о высоте бордюра, геометрическая проходимость на высшем уровне. Что касается двигателя и трансмиссии, об этом говорено переговорено. Старый добрый 'прихрюкивающий' восьмиклапаник- шустрый, тяговитый, непрожорливый, страховко-налого необременительный. Что 92й, что 95й- переваривает всё, без проблемно. Сравнивать его с гольфовским BFQ не стоит, т.к. разница в цене минимум двухкратная. На трёх моих машинах был такой мотор. Никаких проблем не было. 10000км-замена масла, всех фильтров. Масло-хоть синь, хоть полусинь- от платёжеспособности. Прощает всё. И служит,служит,служит. На мой взгляд- очень приемлемо.Для светофорных гонщиков более подойдут 16 клапанные моторы. Неплох тросовый привод КПП, электронная педаль газа. Респект ABC\\EBD. Работает корректно. 2 диновая заводская магнитола тоже нормально. Для меломанов вероятно не то, для нас с женой-лучше не придумаешь, и стильно и практично. Наличие блютуз дарит возможность разговаривать по телефону, не отвлекаясь от управления. Слышимость из 4 динамиков очень хорошая. В общем и целом не жалею, что не взял трёх-четырёх летний Солярис( с каким точно пробегом?) Кто обслуживает машину, тот поймёт. Больше всего нравится то, что супруге очень очень нравится. Что касается цены- ну стоит столько сколько стоит. Время такое. Не нравится- гоняй на троллейбусе, или на передержанном 'фирменном' автомобиле. Кому что. Платит тот, кто едет. На Гольф, Кашкай, Тигуан мне не хватает. По Сеньке и шапка."
"https://auto.ria.com/reviews/vaz/2170/38197/","ВАЗ 2170 2010 года","Владею машиной с момента покупки, сейчас пробег 60ккм и полтора года. Выбора особого не было, т.к. машина бралась по программе утилизации, логан, акцент были на месте кандидата. С учетом утилизации машинка обошлась примерно в 315к. В салоне пытались 'раскрутить' на допы, но я купил 'голую' машину, потом еще долго ругался почему они родной ключ с дистанционным открытием дверей не могли запрограммировать, т.к. у них все сигналки сразу ставят (там есть штатная сигналка) и т.к. машина итак в каске это бонусов не добавляет, ставить ее не резон. Все ТО проходил официально 2,5 15 30... но считаю оно того не стОит: все равно даже если расходники вместе с машиной предоставил, то сдерут стандартные 6к! по крайней мере в гермесе. Сейчас ТО проходил у знакомых, т.к. не вижу смысла переплаты за какую-то смазку замков/петлей про оценку остатка тормозных колодок передних аж 55% (я прямо перед ТО поменял их на новые, т.к. заводские скрипят, ну и финвале тоже немного поскрипывали сначала). Динамикой машина просто поражает - постоянно кручу до отсечки 6200 примерно, подавляющее большинство одноклассников просто уделывает легко! Естественно синхронизатор с первой на вторую приказал долго жыть - или ждать пока обороты спадут или тупо вгонять на вторую передачу с небольшим крехтением, у меня в основном получается второе. (синхронизатор вроде даже не гарантийный случай). Зимой как ни странно больше стал замечать, что по салону ходят ветра, ибо моей левой ноге холодно, а правая просто потеет, у переднего пассажира обратная ситуация, про задних пассажиров молчу ибо там небольшая трубочка теплого воздуха дается каждому, а ветра гуляют... Чек энджин горит - это нормально, уже скидывал раз 10, все из-за 'неэффективности работы катализатора' - наверное надо только на ВР и только 98 лить, других ошибок нет. Заводится ВСЕГДА в любой мороз, но в этом году в течение 4-6 минут еще и горит неприятная лампочка давления масла и ругается пищанием торпеда (после ночи -20), но в этом я самдурак - летом залил полусинтетику 10-40, ща поменяю на правильную синтетику кастрол."
